NATIONAL FOREST,WILDERNESS,LAT,LONG,UTME,UTMN,ZONE,MONITORING SITE NAME,site_rename,DATE,TIME,SAMPLE TYPE,pH,ANC,SPECIFIC CONDUCTIVITY (SC),Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,COMMENT,Uncategorized
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,10-07-1997,,,6.44,64.0,7.7,0.58,0.06,0.34,0.14,0.96,0.02,0.49,0.07,0.0,0.79,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,10-07-1997,,,6.44,63.2,7.66,0.44,0.05,0.2,0.15,1.08,0.02,0.24,0.07,0.0,0.78,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-17-1998,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-17-1998,,,6.23,,5.36,0.32,0.01,0.16,0.09,0.53,0.02,0.15,0.38,0.0,0.63,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-27-1998,,,6.46,,8.45,0.42,0.03,0.22,0.14,0.98,0.21,0.19,0.01,0.0,0.73,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-23-1998,,,6.6,66.6,9.11,0.47,0.06,0.29,0.15,0.99,0.02,0.2,0.03,0.0,0.78,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,09-23-1998,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-28-1999,,,6.47,,7.71,0.38,0.0,0.21,0.15,0.96,0.01,0.23,0.39,0.0,0.92,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,07-28-1999,,,6.53,,7.97,0.4,0.01,0.21,0.14,0.94,0.01,0.22,0.19,0.0,0.9,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-21-1999,,,6.48,58.4,8.48,0.46,0.01,0.29,0.13,0.78,0.01,0.25,0.01,0.0,0.7,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE,LOWER SADDLEBAG LAKE,08-21-1999,,,5.12,,1.81,0.09,0.01,0.09,0.04,0.19,0.01,0.07,0.01,0.0,0.05,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE,09-30-1999,,,6.16,54.1,7.89,0.47,0.01,0.02,0.14,0.91,0.01,0.15,0.01,0.0,0.74,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE ,10-08-2002,,BLANK,5.5,-1.0,1.2,0.03,0.0,0.0,0.01,0.06,0.0,0.02,0.0,0.0,0.01,BLANK,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE ,08-25-2005,1140,BLANK,,,,,,,,,,,,,,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE ,08-18-2009,,BLANK,5.59,7.42,1.25,0.03,0.04,0.0,0.0,0.07,0.0,0.01,0.0,0.02,0.01,,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE ,07-27-2010,,BLANK,5.28,38.05,2.26,0.07,0.0,0.03,0.0,0.21,0.0,0.04,0.0,0.01,0.06,FIELD BLANK,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE ,09-02-2010,,BLANK,5.4,37.92,2.51,0.09,0.0,0.05,0.04,0.2,0.0,0.1,0.0,0.0,0.03,FIELD BLANK,
SHOSHONE NATIONAL FOREST,POPO AGIE WILDERNESS,42.62152,-108.99382,664523,4720737,12,LOWER SADDLEBAG LAKE ,LOWER SADDLEBAG LAKE ,08-12-2012,,BLANK,5.46,15.81,1.33,,,,,,,,,,,FILTERED IN FIELD,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-12-1996,1230 ,BLANK,5.05,,1.7,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.0,0.0,0.0,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-27-2002,1540,BLANK,5.64,0.9,1.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,BLANK,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-11-2003,236,BLANK,5.62,6.2,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLANK,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-01-2005,1409,BLANK,5.66,-0.25,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-06-2006,1315,BLANK,5.5,4.29,1.61,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-16-2008,1245,BLANK,5.65,2.43,1.14,0.0,0.02,0.0,0.02,0.13,0.02,0.03,0.06,0.01,0.01,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-10-2009,1145,BLANK,5.52,-2.43,1.41,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,06-15-2001,1350,DUPLICATE,6.93,159.4,23.2,0.48,0.0,0.47,0.49,3.43,0.06,0.14,0.51,0.0,1.88,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-12-2004,1430,DUPLICATE,7.39,162.36,26.5,0.53,0.01,0.52,0.54,3.75,0.07,0.17,0.79,0.0,2.48,"PARTIALLY FROZEN, DUPLICATE",
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-10-2007,1445,DUPLICATE,7.26,169.61,21.7,0.49,0.03,0.49,0.51,3.53,,,,,,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-12-2008,1235,DUPLICATE,7.51,177.38,24.5,0.49,0.0,0.47,0.48,3.35,0.06,0.15,0.53,0.0,2.17,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-13-2009,1120,DUPLICATE,7.41,184.21,24.2,0.48,0.0,0.47,0.48,3.32,0.07,0.15,0.2,0.01,2.5,ALL ANIONS REPLACED,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-21-2010,1326,DUPLICATE,7.21,168.6,22.22,0.46,0.05,0.5,0.44,3.2,0.06,0.15,0.2,0.0,2.03,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-24-2012,1440,DUPLICATE,6.99,205.58,24.42,,,,,,,,,,,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-17-2016,1343,DUPLICATE,7.51,205.71,28.4,0.52,0.02,0.48,0.55,3.88,0.08,0.16,0.0,0.0,2.75,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-12-1996,1240 ,REGULAR,6.58,,18.06,0.41,0.0,0.4,0.46,3.25,0.05,0.12,0.0,0.0,1.57,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-25-1996,1130 ,REGULAR,6.33,,18.37,0.44,0.0,0.39,0.46,3.15,0.0,0.13,0.0,0.0,1.47,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-25-1996,1145 ,REGULAR,6.77,,19.37,0.47,0.0,0.41,0.49,3.31,0.0,0.16,0.04,0.0,1.6,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-01-1997,1415,REGULAR,6.87,178.0,20.86,0.51,0.0,0.42,0.44,3.2,0.0,0.21,0.0,0.0,1.67,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-11-1997,1340,REGULAR,6.83,165.0,18.52,0.42,0.0,0.39,0.38,3.05,0.0,0.14,0.0,0.0,1.56,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-11-1997,1100,REGULAR,6.85,168.1,17.9,0.41,0.02,0.39,0.41,2.97,0.0,0.12,0.1,0.0,1.69,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-11-1998,1235,REGULAR,6.99,177.0,18.47,0.41,0.03,0.32,0.48,3.34,0.04,0.12,0.24,0.0,1.62,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-28-1998,950,REGULAR,6.86,199.2,21.52,0.41,0.02,0.56,0.42,0.92,0.05,0.13,0.0,0.0,1.67,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-28-1998,1005,REGULAR,6.93,178.7,19.96,0.42,0.02,0.36,0.5,3.25,0.05,0.12,0.0,0.0,1.69,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-25-1998,1555,REGULAR,7.06,178.9,20.04,,,,,,0.06,0.11,0.06,0.0,1.78,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-10-1999,1440,REGULAR,7.02,165.4,19.58,0.39,0.0,0.34,0.42,2.34,0.04,0.12,0.14,0.0,1.56,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-13-1999,1430,REGULAR,6.84,157.6,19.0,0.33,0.0,0.49,0.5,3.29,0.05,0.16,0.49,0.0,1.78,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,06-22-2000,1410,REGULAR,6.85,173.6,25.8,0.65,0.0,0.42,0.51,3.84,0.09,0.19,0.57,0.0,1.87,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-06-2000,1540,REGULAR,6.9,182.2,22.05,0.52,0.06,0.49,0.47,3.34,0.1,0.2,0.29,0.0,1.88,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-12-2000,1230,REGULAR,7.34,172.6,27.4,0.5,0.0,0.44,0.47,3.34,0.06,0.13,0.12,0.0,1.96,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,06-15-2001,1350,REGULAR,6.95,162.4,23.1,0.48,0.0,0.48,0.47,3.27,0.06,0.15,0.51,0.0,1.9,GREAT SAND DUNESNM,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-22-2001,1600,REGULAR,7.16,143.5,20.7,0.4,0.01,0.4,0.41,2.9,0.06,0.11,0.11,0.0,1.63,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-29-2001,1345,REGULAR,7.06,163.9,20.4,0.44,0.0,0.42,0.43,2.98,0.07,0.12,0.15,0.0,1.75,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-19-2002,1520,REGULAR,7.45,191.4,25.7,0.51,0.0,0.51,0.51,3.63,0.09,0.15,0.0,0.0,2.02,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-27-2002,1540,REGULAR,7.25,192.5,24.9,0.52,0.0,0.53,0.53,3.61,0.0,0.14,0.0,0.0,1.99,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,10-07-2002,1355,REGULAR,7.16,188.44,27.0,0.55,0.0,0.53,0.55,3.82,0.1,0.15,0.0,0.0,2.28,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-11-2003,225,REGULAR,7.5,186.98,26.1,0.5,0.0,0.49,0.53,3.66,0.08,0.17,0.23,0.0,2.28,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-18-2003,1443,REGULAR,7.24,178.8,25.1,0.48,0.01,0.49,0.5,3.48,0.06,0.17,0.2,0.0,2.37,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-09-2003,1409,REGULAR,7.19,183.0,27.1,0.52,0.0,0.48,0.52,3.57,0.08,0.22,0.33,0.0,2.39,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-07-2004,1443,REGULAR,7.31,165.29,27.4,0.57,0.0,0.59,0.55,3.83,0.06,0.18,1.05,0.0,2.59,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-12-2004,1425,REGULAR,7.42,164.51,26.7,0.53,0.01,0.54,0.54,3.72,0.07,0.17,0.8,0.0,2.49,PARTIALLY FROZEN,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-08-2004,1405,REGULAR,7.35,178.47,27.9,0.54,0.0,0.49,0.55,3.8,0.1,0.17,0.66,0.0,2.61,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-01-2005,1355,REGULAR,7.13,122.76,25.0,0.48,0.0,0.49,0.53,3.65,0.07,0.17,1.39,0.0,2.44,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-04-2005,1329,REGULAR,7.28,134.49,22.4,0.42,0.01,0.4,0.44,3.0,0.07,0.14,0.85,0.0,2.0,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-14-2005,1305,REGULAR,,,,,,,,,,,,,,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-06-2006,1300,REGULAR,7.22,165.06,25.2,0.8,0.07,0.65,0.51,3.56,0.04,0.68,0.4,0.0,2.23,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-10-2006,1405,REGULAR,7.31,164.77,24.7,0.46,0.02,0.48,0.5,3.61,0.08,0.15,0.27,0.0,2.27,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-06-2007,1445,REGULAR,7.41,174.3,24.3,0.47,0.0,0.45,0.51,3.58,,,,,,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-10-2007,1445,REGULAR,7.38,173.88,24.4,0.49,0.0,0.53,0.52,3.57,,,,,,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-16-2008,1245,REGULAR,7.35,174.6,24.7,0.49,0.0,0.49,0.52,3.56,0.06,0.16,0.81,0.0,2.27,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-12-2008,1230,REGULAR,7.51,174.54,24.4,0.49,0.0,0.47,0.48,3.34,0.06,0.15,0.54,0.0,2.17,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-11-2008,1405,REGULAR,7.29,181.57,24.7,0.5,0.0,0.49,0.51,3.57,0.06,0.14,0.46,0.01,2.18,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-13-2009,110,REGULAR,7.44,180.03,24.5,0.47,0.0,0.47,0.48,3.33,0.07,0.15,0.23,0.02,2.43,ALL ANIONS REPLACED,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,09-10-2009,1126,REGULAR,7.37,183.66,22.9,0.56,0.0,0.51,0.53,3.59,0.06,0.15,0.03,0.0,2.13,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,07-21-2010,1320,REGULAR,7.22,168.46,23.93,0.48,0.06,0.5,0.44,3.08,0.06,0.19,0.2,0.0,2.03,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-17-2010,1325,REGULAR,6.86,166.18,20.96,0.42,0.04,0.4,0.48,2.72,0.06,0.17,0.1,0.0,2.01,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-24-2012,1435,REGULAR,6.93,206.92,25.13,,,,,,,,,,,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-17-2016,1343,REGULAR,7.5,208.06,28.3,0.53,0.02,0.47,0.54,3.75,0.08,0.17,0.02,0.0,2.72,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-18-2017,12:30,REGULAR,7.25,176.47,26.93,0.5,0.02,0.47,0.56,3.82,0.07,0.12,0.1,0.0,2.31,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-21-2018,1133,REGULAR,7.05,294.45,31.84,0.6,0.01,0.57,0.75,4.13,0.0,0.19,0.23,0.0,2.97,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-20-2019,14:45,REGULAR,7.09,209.3,28.58,0.54,0.02,0.52,0.65,4.09,0.03,0.17,0.35,0.0,2.48,,
SAN ISABEL NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,38.35278,-105.88917,422308,4245332,13,LOWER STOUT CREEK LAKE,LOWER STOUT CREEK LAKE,08-17-2020,1545,REGULAR,7.26,216.87,28.79,0.49,0.01,0.54,0.62,4.01,0.01,0.2,0.13,0.0,3.02,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,09-12-2018,NOT PROVIDED,BLANK,5.58,4.63,1.34,0.03,0.01,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.0,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,09-21-2016,1525,DUPLICATE,7.44,160.41,18.08,0.51,0.03,0.18,0.15,3.39,0.02,0.12,0.27,0.0,0.72,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,07-03-2000,1118,REGULAR,,,,0.22,0.0,0.11,0.13,2.21,0.0,0.08,0.85,0.0,0.64,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,07-10-2000,1440,REGULAR,6.63,69.8,9.47,0.2,0.0,0.11,0.11,2.02,0.0,0.07,0.75,0.0,0.55,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,08-11-2000,1320,REGULAR,6.53,82.0,11.15,0.23,0.05,0.18,0.11,1.71,0.0,0.17,0.55,0.0,0.58,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,09-06-2000,1403,REGULAR,6.93,125.2,16.14,0.32,0.07,0.21,0.16,2.7,0.02,0.16,0.96,0.0,0.9,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.16361,-107.05944,322021,4336953,13,MOON LAKE,MOON LAKE,06-29-2001,1140,REGULAR,6.83,57.2,11.1,0.3,0.0,0.16,0.11,1.78,0.03,0.16,1.04,0.0,0.71,,
